PC1,PC2,True_Label,Cluster
0.011426188736981176,-1.0340182751294413,1,0
-0.11019628000062735,-2.6540728185365654,1,0
0.44069344898307883,-0.06329518843800157,1,0
0.5621083064431802,-1.7647243806169457,1,0
0.7195618886754972,-0.18622460583150596,1,0
-0.033354703178771684,-0.4390032099816249,1,0
0.8754071908577378,0.5090639567734088,1,2
0.35025166799508334,-0.19631173455144438,1,0
0.15881004754797204,-0.7920957424327216,1,0
1.2250936335624332,-1.6222438030915025,1,0
0.16491789938632828,-1.3026092302957732,1,0
0.7376826487712587,0.3965715619602388,1,2
0.47628719094097205,-0.417320281213551,1,0
1.2341780976571501,-0.9333257287992789,1,0
0.6328581997098226,-0.4163877208890997,1,0
0.7026611831361828,-0.06341181972480003,1,0
0.8742736538812906,0.25079339290061226,1,2
1.2565091165418842,-0.07725601969586897,1,2
1.3584051214406323,0.3313116817908981,1,2
0.6648003672253954,-0.22592785469484383,1,0
-0.040258610900594634,-1.0587185465539088,1,0
0.13079517549786174,-1.562271834209968,1,0
0.02345268897055189,-1.5724755942167048,1,0
0.24153827295451166,-0.777256382584842,1,0
1.0610946088426152,-0.6338432447349475,1,0
0.22397877351238035,-0.28777351204320273,1,0
0.42913911551616074,0.8455822409050787,1,2
1.0487280512090877,0.5220517968629428,1,2
1.0445313843962805,-1.3829887191907821,1,0
0.06958832111642342,-0.21950333464771524,1,0
0.2834772382875765,-1.329324639069577,1,0
0.27907777605546197,-1.1200285237424041,1,0
0.624569791498572,0.02492302925401254,1,0
0.33653037013143666,-0.9884040176703605,1,0
-0.362183384619382,-2.0192378732386125,1,0
0.28858623882315826,-0.8557303199870668,1,0
0.09136065565450581,-0.18119212582577546,1,0
0.22771686553470066,-0.3849200809873541,1,0
0.5763882886534792,-0.15487359721655886,1,0
-0.44766701902861067,-1.5437920343977565,1,0
0.2567305888875854,-0.5988517961556697,1,0
1.8445688677230299,0.8704213123248229,2,2
1.157881613205781,-0.698869862330691,2,0
2.205266791075379,0.5620104770083555,2,2
1.4401506638275405,-0.046987588105806936,2,2
1.8678122203305385,0.29504482445701946,2,2
2.7518733356662777,0.8004092010275421,2,2
0.3670176878607259,-1.5615028914765068,2,0
2.3024394446251977,0.4200655796427763,2,2
2.006686467676607,-0.7114386535471595,2,2
2.2597773490125004,1.921010376459887,2,2
1.3641754921860083,0.692756454490387,2,2
1.6026786704779317,-0.42170044977261756,2,2
1.8839007017032434,0.4192496506051234,2,2
1.2601150991975092,-1.1622604214064645,2,0
1.4676452010173253,-0.4422715873770831,2,0
1.5900773176145666,0.67624480572332,2,2
1.471431461133319,0.2556218244714703,2,2
2.4263289873157006,2.556661250795493,2,2
3.310695583933889,0.017780949320626623,2,2
1.2637666736398299,-1.7067453803762687,2,0
2.0377163014694055,0.9104674096183109,2,2
0.9779807342494228,-0.5717643248129924,2,0
2.89765149073417,0.4136410595956475,2,2
1.33323217597321,-0.48181121864942966,2,0
1.7007338974912176,1.0139218673227914,2,2
1.9543267058530716,1.0077775961534525,2,2
1.1751036315549335,-0.31639447230979134,2,0
1.0209505506957919,0.0643460292395616,2,2
1.7883499201796669,-0.18736121459082922,2,2
1.8636475533282617,0.5622907258861446,2,2
2.4359537279227044,0.2592844331442802,2,2
2.3049277218317643,2.6263234682323793,2,2
1.862703219794957,-0.17854949462549083,2,2
1.1141477406864755,-0.2929226233357317,2,0
1.2024733016783922,-0.8113152708396694,2,0
2.7987704475781086,0.8568033294971055,2,2
1.5762559101947546,1.0685811073208074,2,2
1.3462921036270625,0.4224306108525082,2,2
0.92482491654242,0.017223100452283896,2,0
1.8520450517676708,0.6761281744365215,2,2
2.0148104299548764,0.6138856369235748,2,2
1.90178409026219,0.6895754942430027,2,2
1.157881613205781,-0.698869862330691,2,0
2.0405582280520935,0.8675206009552283,2,2
1.9981470959523768,1.0491687471841449,2,2
1.8705032929564116,0.3869660816657254,2,2
1.5645804830303294,-0.8966868088965267,2,0
1.5211704996278386,0.2690691442779515,2,2
1.3727877895140734,1.0112544185267927,2,2
0.9606560300371286,-0.02433166816939971,2,0
